design_id,source_name,source_url,evidence_date,evidence_status,line_number,material_name_original,size_displayed,quantity_displayed,source_price_displayed,currency,earthward_variant_id,earthward_mapping_status,earthward_cost,earthward_price_input_status,notes
zhulegezhu-design-square-20260714-lvlvlvlv,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,葡萄石,6mm,12,4.00,CNY,,pending,,,用户提供的详情截图首屏可见；完整清单待采集。
zhulegezhu-design-square-20260714-lvlvlvlv,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,绿草莓晶,8mm,6,4.00,CNY,,pending,,,用户提供的详情截图首屏可见；完整清单待采集。
zhulegezhu-design-square-20260714-baguajinlian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,圆珠(钛钢),3mm,11,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-baguajinlian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,黑曜石,6mm,12,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-baguajinlian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,贝珠,6mm,12,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-baguajinlian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,鼠狗猪守护神(沙金),12.3mm,1,16.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinyuliangyuan,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,绣球隔珠,4mm,14,25.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinyuliangyuan,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,碧玉(带墨点),8mm,15,35.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinyuliangyuan,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,莲花沙金(沙金),12mm,1,15.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yuanxiang,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,白水晶,8mm,16,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yuanxiang,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,隔片,6mm,6,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yuanxiang,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,沉香隔片,12mm,2,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yuanxiang,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,沉香隔片,11mm,2,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yuanxiang,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,沉香隔片,12mm,4,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-tiankongzhijing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,白水晶,8mm,19,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-tiankongzhijing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,隔片,8mm,4,2.50,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-tiankongzhijing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,海蓝宝(润),12mm,1,50.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-niboer,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,白水晶,10mm,14,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-niboer,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,隔片,8mm,12,2.50,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-niboer,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,蓝晶石,8mm,3,16.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-niboer,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,圆珠(钛钢),3mm,2,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-niboer,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,恶魔之眼,10mm,1,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-fusu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,沉香隔片,12mm,2,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-fusu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,沉香隔片,12mm,1,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-fusu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,沉香隔片,11mm,1,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-fusu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,绿发晶,12mm,13,18.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-fusu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,五瓣花,9mm,1,15.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-guihuajiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,蜜蜡,8mm,4,38.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-guihuajiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),3mm,16,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-guihuajiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,桂花,6mm,2,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-guihuajiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,海蓝宝(水),6mm,1,5.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ziyouyuai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,黑曜石,8mm,18,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ziyouyuai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,十字架,8mm,2,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ziyouyuai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,隔珠,6mm,2,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ziyouyuai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,十字架,7mm,1,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ziyouyuai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,十字架,12mm,1,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huaying,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,青金石,8mm,5,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huaying,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,桂花,6mm,10,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huaying,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,金虎眼,6mm,12,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huaying,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,招财葫芦,6mm,1,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-suishuihongfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,冰糖雪梨黄水晶,8mm,19,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-suishuihongfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,绿松石隔珠,6mm,1,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-suishuihongfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,红玛瑙,6mm,1,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-suishuihongfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,隔片,6mm,2,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-suishuihongfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,蜜蜡,8mm,1,38.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-putaoqipao,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,白水晶,14mm,7,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-putaoqipao,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,隔片,8mm,14,2.50,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-putaoqipao,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,巴西紫水晶,6mm,7,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-tianzhu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,天珠,19mm,5,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-tianzhu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),8mm,15,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinshi,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,石榴石,5.5mm,29,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinshi,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),3mm,4,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinshi,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,蜜蜡,8mm,1,38.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinshi,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,招财葫芦,6mm,1,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinshi,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,绿松石隔珠,6mm,1,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhenwo,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,圆珠(钛钢),6mm,8,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhenwo,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,隔片,8mm,16,2.50,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhenwo,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,南瓜珠,11mm,1,36.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yinhe,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,贝珠,8mm,11,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yinhe,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,十字架,8mm,10,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yinhe,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,银珠(S925),6mm,2,24.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yinhe,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,十字架,7mm,1,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haidaozhixin,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,绿松石隔珠,6mm,20,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haidaozhixin,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),3mm,20,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haidaozhixin,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,锆石隔片,6mm,8,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haidaozhixin,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,恶魔之眼,10mm,1,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haidaozhixin,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,延长链,25mm,1,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huajian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,白水晶,6mm,7,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huajian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,锆石隔片,6mm,7,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huajian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,星光粉水晶,6mm,7,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huajian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,白水晶,10mm,4,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-huajian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,海蓝宝(水),10mm,4,18.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-mius,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,茶水晶,12mm,2,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-mius,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,金曜石,10mm,2,5.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-mius,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,白水晶,12mm,2,15.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-mius,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,黑发晶,10mm,3,18.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-mius,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,金曜石,14mm,2,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haoyunlianlian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,绿檀,8mm,21,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haoyunlianlian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,隔片,6mm,2,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-haoyunlianlian,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,黄杨木莲花,15mm,1,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,石榴石,5.5mm,52,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),3mm,4,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,黄塔晶,8mm,2,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinfu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,乌拉圭紫水晶,10mm,1,11.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhushishunli,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,紫金砂,6mm,25,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhushishunli,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),3mm,4,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhushishunli,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,淡水珍珠,8mm,1,28.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhushishunli,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,招财葫芦,6mm,1,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-fulu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,果冻粉水晶,10mm,16,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-fulu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,大漆葫芦粉,20mm,1,88.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yulinling,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,浅晴水,6mm,20,13.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yulinling,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),3mm,4,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yulinling,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,贝珠,8mm,1,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yulinling,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,贝珠,6mm,4,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-yulinling,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,铃兰,10mm,1,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-guanzizai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,锆石隔片,6mm,6,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-guanzizai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,黄虎眼直切,6mm,10,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-guanzizai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,百香籽直切,6mm,40,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuohua,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,红玛瑙,10mm,15,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuohua,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,圆珠(钛钢),3mm,4,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuohua,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,莲花沙金(沙金),12mm,1,15.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuohua,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,浅晴水,8mm,2,25.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
